LGA,Ward,Polling Unit Name
Babura,Batali,Batali Pri. Sch. Batali; Gangara/Gangara Hanware; Hammadi/Hammadi; Jammutum Pri. Sch. Jammutum; Kandi Pri. Sch./ Kandi; Kurta Fulani/Kurta Kanawa; Malamawa Pri. Sch. Malamawa; Rijiyar Danzango/Midirin Tinbau; Tasawa/Tasawar Kandi; Unguwar Ganji/Unguwar Ganji; Yarkirya Pri. Sch. Yarkirya; Maisheka/Zuntu
Babura,Dorawa,Ajjah Gari/Ajjah Gari; Danmakeri/Danmakeri; Dorawa Pri. Sch. Dorawa; Dorawa Waje/Dorawawaje; Rafin Tsamiya Pri. Sch; Gidan Ganji/Gidan Ganji; Gidan Gide/Gidan Gide; Girdo Pri. Sch./Girdo Gari; Kufanshirinya/Kufanshirinya; Lauya/Rafin Tsamiya; Yadagirma/Yadagirma
Babura,Garu,Ando Pri. Sch./Ando Kanawa; Dorawa Tara Fulani/Dorawa Tara; Gidan Baruma/Gidan Baruma; Garu Pri. Sch./Garu; Giginya/Giginya; Jansa Pri. Sch/Jansa; Unguwar Ganji/Unguwar Ganji; Unguwar Tsamiya/Ung. Tsamiya; Wadar Kanawa/Wadar Kanawa; Murshiya/Murshiya; Garu Pri. Sch. / Garu; Zuru Pri. Sch./Zuru
Babura,Gasakoli,Ballada Fulani/Ballada; Dankaba Pri. Sch./Dankaba; Danmagori/Danmagori; Danyayi Pri. Sch./Danyayi; Gajango Fulani/Gajango; Gidan Maudin/Gidan Maudin; Gasakoli Pri. Sch./Gasakoli; Dangado/Gidan Dangado; Kadagawa Pri. Sch./ Kadagawa; Kafinrabo/Kafinrabo; Mundu/Mundu; Rataye Pri. Sch./Rataye; Rataye Pri. Sch./Rataye Yamma; Sansami/Sansami; Tasha Pri. Sch./Tasha; Ung. Goje/Ung. Goje S/G Nera
Babura,Insharuwa,Aduware Pri. Sch./Aduware; Achiyar M. Garke/Achiyar M. Garke; Babaduro Pri. Sch./Babaduro; Bakar Kuka Pri. Sch./Bakar Kuka; Unguwar Toro Pri. Sch./Chirinbin Gumuzu; Chirinbin Pri. Sch/Chirinbin Tsohuwa; Tsamiyar Lafiya/Danfisa; Giginya Pri. Sch./ Giginya; Indirkuba/Indirkuba; Insharuwa Pri. Sch./Insharuwa; Botsotsuwa/Kafin Rabo; Madatta/Madatta G. Feto; Marken Biki Pri. Sch./Marken Biki; Yanmaulu Pri. Sch./ Yanmaulu; Ung. Bagudu / Ung. Bagudu; Uku Da Sis I Pri. Sch. /Uku Da Sisi; Ung. Toro Pri. Sch. / Ung. Toro
Babura,Kanya,Danbando /Danbando; Haladawa Pri. Sch. / Haladawa; Jemawa Pri. Sch./ Jemawa; Jolowa /Jolowa; Balladar Kanya/ Kankaren Waje; Kanya Special Pri. Sch. / Kanya Arewa; J. S. S Kanya /Kanya Kudu; J. S. S Kanya /Kanya Yamma; Maizuwo/ Maizuwo; Muna Cikin Gari/Muna Gari; Munar Waje Pri. Sch./Munar Waje; Raha Pri. Sch. Rahar Kanawa; Rigarbuya/Rigarbuya; Ung. Dogo Pri. Sch./ Tsamiyarkwance; Kanya Gandu Pri Sch./Tsilligidi Arewa; Ung. Fadi/Ung. Fadi. Nasamu; Kanya Waje Pri. Sch. / Ung. Zaki. Kedau; Kanya Special Pri. Sch. / Kanya Arew; J. S. S Kanya Yamma
Babura,Kuzunzumi,Adugul/Adugul; Burukum Fulani/Burukum Fulani; Burukum Gari/Burukum Garii; Chikakoshi/Chikakoshi; Dankarda/Dankarda; Fadibara Pri. Sch. / Fadibara; Gujugurun Fulani/Gujugurun Fulani; Gujugurun Kanawa/Gujugurun Kanawa; Jikankanawa/Jikankanawa; Karfawa Gari/ Karfawa; Kogga/Kogga; Kuzunzumi Pri. Sch./Kuzunzumi; Midiri/Midirin Kanawa; Sarkin Baka Pri. Sch. /Sarkin Baka; Shashatu /Shashatu; Kyankyaro Pri. Sch/ Kyankyaro; Timbau Fulani/ Timbau; Ung. Dinya / Ung. Dinya
Babura,Kyambo,Danhalili/Danhalili; Duzau Pri. Sch/Duzau; Gatuta/Gatuta; Kyambo Gari/Kyambo; Shantake/Shantake; Lamintani Pri. Sch./ Lamin Tani
Babura,Takwasa,Danamale Fulani/Danamale; Gagarawa / Dangarkuwa; Dankano/Dankano; Dogonmarke/Dogonmarke; Kawari/Gagen Kanawa; Hauya Pri. Sch./ Hauya; Jabirawar Fulani/Jabirawar Kanawa; Katirjen Kanawa/Katirjen Fulani; Kayardar Kanawa/Kayarda Fulani; Manga Pri. Sch. / Manga; Masko Pri. Sch. / Maskon Kanawa; Takawasa Pri.. Sch./ Takwasa Gabas; Takwasa Pri. Sch./Takwasa Kudu; Ung. Duna Kanawa/Ung. Duna
Birnin Kudu,Birnin Kudu,Dutsawa/Habude/Kantudu B. Rijiya; Dutsawa /G/Hassan Guga; Magajin Gari/Sps. Ciki; Kofar Fada/View Centre; Sps Waje/Sps Waje; Tudun Mahauta/Kusa Da Famfo; Social Welfare/Social Welfare; Gidan Mai/Kofar Boni; Itakanki/Gidan Alh. Inuwa; Kofar Bai/Gidan Ibrahim Baffa; Kofar Bai/Gidan Musa Mamser; Sabon Gari/Sabon Gari; Daurawa/Makole/Daurawa; Gidan Mai Gwaram/Gidan Mai Gwaram; Dagwara / Dagwara; Tunfafi/Tunfafi; Zarenawa P. S/Zarenawa P. S; Layin Alhazai/Layin Alhazai; Teburin Nuhu/ Teburin Nuhu; Makarantar Makafi/Makarantar Makafi; Gidan Nagwamma/Gidan Nagwamma; Gidan Mai Kwaki/Gidan Mai Kwaki; Masamawa/Kofar Masamawa; Tsangayawa/Gidan Al Ramma; Guruzawa/Gidan Narungwai; Chandan/Chandan P. S; Babuwawa/Babuwawa; S. P. S Waje/S. P. S Waje; Kofar Dangagarawa Fili; Gidan A. Abdulsalam Fili; Chandan Tsangaya
Birnin Kudu,Kangire,Kangire Yamma/Arewa/Kangire P. S; Gwala/Gwala; Kangire Gabas/Kangire Fili; Rigar Fadama/Rigar Fadama; Unguwar Lemo / Unguwar Lemo; Janruwa/Janruwa; Gidan Bello/Gidan Bello; Unguwar Makaddas /Juwantudu; Unguwar Makaddas /Juwan Kwari; Shawu Gabas/Yamma/Shawu P. Sch.; Dumus Tsangaya/Dumus Tsangaya; Dumus Gabas/Yamma/Dumus Gabas; Dumas Gabas/ Dumus P. Sch.; Yalwa Gabas/Yamma/Yalwa Yamma; Waza Gabas/Yamma/Waza Yamma; Halimbe Gidan Bello/Halimbe Gidan Bello; Duhuwa Raju/Duhuwa Raju; Kurima/Kofar Ambo; Tsangayar M. Halliru/Gidan M. Halliru; Unguwar Busa/Gidan Haruna Tiga; Kukar Dan Sarki/Kukar Dan Sarki; Babban Titi/Gidan Dan Gari; Dangaje/Dangaje; Zadau/Zadau; Kukar Jafaru
Birnin Kudu,Kantoga,Kantoga Gari Kantoga P. S; Kantoga Gorawa Kantoga P. Sch.; Ung. Galadima Wudilawa Ung. Galadima P. Sch.; Ung. Galadima Ung. Galadima P. Sch.; Ung. Maman Tsohuwa Ung. Mamman; Baji/Kantoga Kufai Ung. Baji; Karfawa Ung. Babuwa Karfawa; Kadani Kadani; Zanga Gari Zanga P. S; Bagga Maudu Bagga Maudu P. Sch.; Bigidan Kawari Bigidan Kawari; Bigidan Bigidan P. Sch. I; Bigidan Bigidan P. Sch. II; Tsara Dagaji Dagaji; Kyanka A Kota Kyanka A Kota; Ung. Gide Fai Fai; Kulumi Kulumi; Karofi Karofi; Warwade Yamma Warwade P. Sch.; Warwade Gabas Warwade Gabas; Mungulo/Guruma Mungulo; Yalwan Kargo Sabuwa Yalwan Kalgo; Kafin Gana Gabas Kafin Gana Gabas; Kafin Gana Yamma Kafin Gana Yamma; Gatari / Kwadage Gatari; Halimbe / Halimbe; Ruda / Ruda; Tsohuwar Kantoga
Birnin Kudu,Kiyako,"Kiyako P. S; Kiyako Bakin Kasuwa, Bakin Kasuwa; Gidan Dashi/ Jigawa Jigawa; Sarkin Gabas/Gwarji Ung. Sarkin Baka; Burum Kanawa/Wardawa Burum Kanawa; Zarena P. S Zaraina; Zarena Zarena P. Sch.; Barwa, Barwa; Bamaina Fada Bamaina P. Sch.; Gajala Bamaina P. Sch.; Bururuwa/Tosoro; Babaldu Kudu Babaldu Pry Sch; Babaldu Arewa/ Babaldu Arewa; Gangara/Malamawa Gangara P. Sch.; Gangara / Gangara; Lunkude / Lunkude; Tubako / Tubako; Dutsen Gur/Sabon Gida; Kulum / Kulumi"
Birnin Kudu,Kwangwara,Kwangwara Tsakiya/ Kwangwara P. S; Kwangwara Zazzagawa/ Kwangwara P. S; Bakin Kuja/Bakin Kuja; Madakin Shiba/Madakin Shiba; Hirin P. S/Hirin P. S; Hirin Gari/ Hirin Gari; Maichediya/Maichediya; Andazawa/Andazawa; Arewawa/Arewawa; Kadangare Pry Sch/ Kadangare Pry Sch; Kandangare/Tsangaya/Kadan Gare Fada; Zazika Gari/Tsangaya/Zazika; Zazika Yamma Fada/Zazika Fada; Nafada/Nafada; Barikin Dan Giwa/ Barikin Dan Giwa
Birnin Kudu,Sundimina,"Sundimina P. Sch., Sundimina P. Sch.; Sundimina Gari Sundimina P. Sch.; Gargadi/Masari Gargadi; Gambara, Gambara; Kumbura, Kumbura; Kwari P. Sch., Kwari P. Sch.; Kwari Charkwanti, Charkwanti; Asayaya/Falai Da Zani Asayaya; Kwatai Gidan Jatau Kwatai; Safa Gidan Kadanya Fada; Tsallakawa Tsallakawa; Rangwan Tsangaya Rangwan; Kadirawan Bello Kadirawan Bello; Atiya/Malaluwa Atiya; Kafata/Katika; Nafara P. Sch.; Nafara Arewa P. S; Bardin Dawa/Zumaikin Nafara Kudu; Yabaza/China'a Yabaza; Tawakal/Kunguyin Tawakal; Dukwana, Dukwana; Kadirawa, Kadirawa; Gidan Gandi/Gidan Mudi Gonar Sani Wanzan; Gauram/Kitiri/G. Alhaji Gauram; Nafara Dungu Pry Sch.; Gidan Mudi; Zurkuda, Zurkuda"
Birnin Kudu,Surko,"Surko Dugaji Surko P. S; Sarkin Gabas, Sarkin Gabas; Budinga Mallawa Budinga P. S; Badingu P. Sch., Badingu P. Sch.; Badingu Fada Badingu Fili; Sakai, Sakai; Sabuwar Badingu, Sabuwar Badingu; Chagu, Chagu; Sabon Gari"
Birnin Kudu,Unguwar\Ya,Unguwar \Ya P. S / Unguwar Y\ P. Sch.; Tudu Babba/Tudu Babba; Tudun Mallam Musa/Tudun M. Musa; Gogoriyo/ Gogoriyo; Gudale/ Gudale; Kawo/Kawo P. Sch; Unguwar Banga/Unguwar Banga; Dokokin Kawo/Dokokin Kawo; Yarma/Yarma P. Sch.; Jiboga/Jiboga; Kenawa/ Kenawa; Kauyendole / Kufangaza / K /Gaza; Jiboga Yamma/Jiboga Yamma; Dakurma/Gidan Makama/Dakurma; Unguwar \Ya P. S/ Unguwar Ya\ P. Sch.; Kufan Gaza
Birnin Kudu,Wurno,"Wuro Fada Wuro Islamiyya; Unguwar Magaji Wurno Pri. Sch.; Unguwar Yari K. Gidan Idi Wurno; Rahaji, Rahaji; Kullin Kota, Kullin Kota; Nahuce Sambalisa; Gargadi P. Sch.; Gargadi P. S; Tosoro/Tafara Ilungu; Nasarawa; Fi'L Fi'L; Nahuche; Samamiya Gari; Samamiya Ganta; Gidan Galadima Bakachi; Hambarawa; Tosoro; Dutse Mai Danga; Guna'an Damau; Migawa; Dantsa Unguwar Kuka; Shingurun P. S; Unguwar Madaki Shingurun P. S; Dakwaro/Adinaga; Yola Kwayam; Dakwaron Bamowa; Halilawa/Adinga; Zaramba/Yabal Zaramba; Jangargari P. S; Jangar Gari Kudu; Giwa P. S; Funtua/Yalwa Funtua; Nasaru/Kachokan Nasaru; Nukwai"
Birnin Kudu,Yalwan Damai,Yalwan Damai P. S I; Yalwan Damai P. S II; Yalwan Damai Yamma; Dokoki/Gidan Barde/Dokoki P. Sch.; Dokoki Bakin Kasuwa; Kiyasawa/Jauro Iguda/Iliyasawa; Gidan Darge/F. Godiya/ Tsakiya; Gidan Sarkin Noma; Gidan Sarkin Fulani; Iggi Bakin Kasuwa/Iggi P. S; Iggi P. S/Iggi Kudu; Jambiri/Jambiri; Kauyen Toshe/Kauyen Toshe; Gulando/Gidan Gandu /Gidan Gandu; Ramin Kura/Ramin Kura P. S; Budusu/Budusu; Arobade P. S; Tsamiya Goma; Gidan Barde/Dagwaji/Gidan Barde; Dangoli P. S/Dan Goli P. S; Dangoli Kudu; Likka/Rumbu Wuya; Gidan Shehu; Kwarosawa; Soli; Gulando
Birniwa,Batu,Batu Pri. Sch/Batu Gari/Fulani; Batu Dispensary/Batu Kokomari/Ilallah; Kuka-In Kiwa Pri. Sch/Kuka-In Kiwa; Isfari Pri. Sch. Isfari/K. Bambara/Gg; Wargale Pri. Sch./Wargale/Fulani; Kofar Fada Fulatannan/Fulatannan/Fw; Kofar Fada Narkewa Karama/Markewa K.; Kofar Fada/ Kasarawa/Fulani . K; Dagaceri Pri. Sch/Dagaceri/Lare; Kofar Maigari/Mabam/Markewa B.
Birniwa,Birniwa,Kofar Fada/Brniwa Kofar Fada; Birniwa Kotar Fada A1a; Birniwa Spe Pri. Sch/Birniwa K/Fada; Birniwa Kotar Fada A2b; Birniwa B / Kasuwa Birniwa B / Kasuwa; Jss Birniwa/Birniwa Tsangayar K.; Kofar Alh Na Maisa / Birniwa. T. Liman; Masallaciin Liman/Birniwa T/Liman; Birniwa Tasha Pri. Sch. /Birniwa Tasha; Kofar Maigari/Birniwa Tasha; Kofar Maigari/Yarda Babba/Kakori; Nomadi Pri. Sch. Tarjari / Guguruw / G. A. S; Kofar Maigari/Maiso/Fulani. Maiso; Kofar Maigari / Fajiginari / G . Musa; Kofar Maigari / Yarda Kanomari
Birniwa,Dangwaleri,Dangwaleri Pri. Sch / Dangwaleri / D Bula; Dangwaleri /Dungumbula/Bula; Kubuna Pri. Sch. Kubuna Babba / K / K; Kofar Maigari / Malorin Kasim / Ari; Munkawo Pri. Sch./ Munkawo; Kofar Maigari/Dankori/S. Gari/Fulrak I; Kofar Maigari/Dankori/S. Gari/Fulrak II; Tsamiyari Zaki Pri. Sch. Tsamiyar Zaki; Kofar Maigari/Zigindimi/Rakumi; Kofar Maigari/Timbiri/Daneri/Fulani; Rakumin Ari Pri Sch./ Rakuminari / Rafa
Birniwa,Diginsa,Kofar Fada Diginsa Kofar Fada; Diginsa Kofar Fada; Jss Diginsa/Diginsa Bakin Kasuwa; Tsangaya/Diginsa Tsangaya; Sumburtu Pri. Sch/ Sumburtu/Fulani; Kofar Maigari/ Anturu/Fulani Dalla; Kofar Maigari/ Kwagga/Maizariya; Kofar Maigari/Abari Cilin/Adam; Kofar Maigari/Chilaro/Fulani Diginsa; Kofar Maigari/Ari Adam; Kishiwade Pri. Sch/Kishinde/Jatori; Barburami Pri. Sch/ Barburam; Kofar Maigari/Mara/Gari Karami/Ful-Duf; Kofar Maigari/Kantari/Baraudi/Chi Uwa; Kuzo Yara Pri Sch./Kuzo-Yara/Gallima G.; Kofar Maigari/Majanna/Mashanwa; Kofar Maigari/ Antauwa
Birniwa,Fagi,Fagi Pri. Sch. Fagi; Tsinkaina Pri. Sch./Tsinkaina; Kirilla Pri. Sch. /Kirilla; Kofar Maigari/Daramowa/Zaiwi/Fulani; Kofar Zainin Barebari/Fulani; Kofar Maigari/Kaderi Karanga Sabuwa; Madugunsumi Pri. Sch / Madugunsumi; Kofar Maigari/Buhunni/Gamburwa; Kofar Maigari/Gomari/Makkari/Fil; Tamsugu Dogo Pri. Sch./ Tamsugu Dogo
Birniwa,Kachallari,Kachallari Pri. Sch/Kachallari I; Kachallari Pri. Sch/Kachallari II; Tatajiya Pri Sch./ Tatajiya; Kofar Maigari/Laraba; Kanya Babba Pri. Sch/ Kanya Babba; Kofar Maigari/Malori/Dakimba; Kofar Maigari/Koguwa; Babankwari Pri. Sch/ Babankwari; Kofar Maigari/Dargazawa/Alhajeri; Kofar Maigari/Kanya Karama
Birniwa,Karanka,Kofar Fada/Karanka; Karanka Unguwar Kudu; Karanka Pri. Sch./ Karanka Tsangaya; Kofar Maigari/ Kabiwan Falku Bagana; Kofar Maigari/ Masaiwa Maiku/ Kambar; Busuku Primary School Busuku Abdu/Abande; Kofar Maigari/ Dalakaya; Kofar Maigari/ Gajiram; Kundi Pri. Sch. / Kundi / Tukui; Kofar Maigari/Jolkiri/K. Gwauro/K.; Kilbu Pri. Sch/Kilbu/Sharwa/Kardu; Kofar Maigari/ Mainari/R. Gata I; Kofar Maigari/Maiwari/R. Gata II
Birniwa,Kazura,Kazura Pri. Sch Kazura/Jaruwa/Gilagi; Kofar Maigari/Kazarai; Kofar Maigari/Garin-Gwani; Kofar Garin Gwani; Kofar Maigari /Matara Gura; Gatare Pri. Sch. Gatare; Kofar Maigari/Bulachandi; Beguwa Pri. Sch /Beguwa/Munkawo; Kukawa Pri. Sch. / Kukawa Getsemu; Dole Pri. Sch /Dolen Abdu/Korojia; Lawandi Pri. Sch / Lawandi/Mattafari; Adamri Pri. Sch/Adamri; Kofar Maigari/Shadawanka/Fulani; Kofar Maigari/Garin M. Jiboi Geljamni
Birniwa,Machinamari,Kofar Maigari/Machiwamari/Garin Tudu; K. Wuriya Pri. Sch/K. Wuriya/Mammawa/Gst; Kofar Maigari/Kupsa Chiroma-Kasuwa; Kupsa Pri. Shc/Kupsa Abdu; Goruba Pri. Sch/Goruba/Fulani/Ketawa; Marye Maisaje Pri. Sch./Marye Maisaje; Kofar Maigari/Garin Sadi; Kofar Maigari/Tsiya Fulani; Burseli Pri. Sch./ Burseli - Fulani; Kofar Maigari/Korewa Batuma / Kachalla; Jargiwa Pri. Sch./Jargiwa Fuluni; Marye Bulamalum Pri. Sch./Marye Bulamalum; Kofar Maigar/ Gwargai Fulani
Birniwa,Matamu,Matamu Pri. Sch./Matamu Kuli Guya; Kofar Maigari/Chilm Fitari Giljammi; Kofar Maigari/Haushindole / Mainaduguni; Kofar Haushin Dole/Mainedugari; Matara Babba Pri. Sch./Matara Babba; Kofar Maigari/ Matara Gudoma/Bultumi; Kofar Maigari/Kakori Waji/Maluma/D; Dagilfani Pri. Sch./ Dagilfan / Fulani; Kofar Maigari/Kasabur/Abiniyami; Kofar Maigari/Gwandari/Lawandi/K/K; Kofar Maigari/Domara; Kofar Maigari/Zangayam
Birniwa,Nguwa,Nguwa Pri. Sch./Nguwa/Nguwa M. Brai; Nguwa Dispensary/Nguwa; Kofar Maigari/Mederi/Fulani; Dikukawa Pri. Sch./D. Kukawa/Fulani; Ari Adam Pri. Sch./Ari Adam; Kofar Maigari/Gajarma; Kofar Maigari/Gura-Gura; Kofar Maigari/Walawa/Tikudkam; Gabasmari Pri. Sch./Gabasmari / Dalari
Buji,Ahoto,Pri. Sch. Ahoto Arewa; Kofar Fada Ahoto Yamma Bugawa; Kofar G/Maiunguwa Shuwari; Kofar G/Maiunguwa Dogon Marke C/Mandari; Dispensary Tijiyo Gabas Yamma; K/Gidan Mai-Unguwa Tijiyo Jubari/Gomari; K/Gidan Maiunguwa Abore; K/Gidan Mai-Anguwa Alagarno; Ahoto Yamma
Buji,Buji,Pri. Sch. Buji; Pri. Sch. Buji Arewa; Pri. Sch. Chakwama; K/Gidan Mai-Unguwa Kafin-Alhaji; K/Gidan Mai-Unguwa Jigawar Tsage; K/Gidan Mai-Unguwa Balangori; Pry Sch Buji Yamma
Buji,Churbun,"Pri. Sch Churbun; K/Mai'Unguwa Kwalele; K/Mai'Unguwa Dadin Duniya; Pri. Sch. Unguwar Maina; Pri. Sch. Jaji Koli Gabas; Pri. Sch. Jaji Koli Yamma; K/Gidan Mai-Unguwa Churbunawa Jata; K/Mai-Unguwa Giginya Bakwai; Pry Sch, Churbun"
Buji,Gantsa,"Pri. Sch Gantsa Fada Kudu; Pri. Sch Gantsa Fada Yamma; B/Kasuwa Kwalele Gantsa Fada Arewa; K/Maiunguwa Gidan Bako Badawaire; K/Maiunguwa Katsama; K/Maiunguwa Jubari G/Kuka; Pri. Sch. Gidan Rafa; K/Maiunguwa Kagadama; K/Maiunguwa Dakori; Pry Sch, Gantsa Fada"
Buji,Falageri,Pri. Sch Falageri Fada; Pri. Sch. Karanjau Falageri; K/ Maiunguwa Jalmari; K/Mai -Unguwa Gidan Amadu Nasarawa; K/ Maiunguwa Gambasha; K/ Maiunguwa Burari; K/Mai-Unguwa Kinji
Buji,Kawaya,Sagu Gabas Pri. Sch.; Sagu Yamma Pri. Sch.; Kawaya Pri. Sch.; Kauyeri/K. Fada; Gwadayi Kudu Pri. Sch.; Gwadayi Yamma Pri. Sch.; Gangau/Gidan Bebe Kofar Fada; Batura / Alkaleri Kofar Fada; Giji Fawa Kofar Fada; Dogori Kofar Fada; Nahuche Kofar Fada; K/Mai Unguwa Gidan Hamma
Buji,Kukuma,Kukuma Arewa Pri. Sch.; Kukuma Fada Pri. Sch.; Jigawar Mega Kofar Fada; Gudduba Shatoka Kofar Fada; Dan Koshe Gari/Fulani Pri. Sch.; Gwan Gwan Kofar Fada; Azanahu Kofar Fada; Shukuni/Kofar Fada; Bakwarga Fada Arewa Pri. Sch.; Warawa/ Kofar Fada; Lirinde Kofar Fada; Kwarinja Kofar Fada
Buji,K/Lelen Kudu,Karanjau/L. Kudu Pri. Sch.; Danbazau Kofar Fada; Gainako/Jauro Faldo Kofar Fada; Katurje Kofar Fada; Madaba/Burinyimau Kofar Fada; Aburji Kofar Fada; Bebeji/Mairima Kofar Fada; Yayarin Chakauri Pri. Sch.; Yayarin Yamma Pri. Sch.; Gomari Kofar Fada
Buji,Madabe,Madabe Pri. Sch.; Madabe/Jaka-Kofar Fada; Mamuna Kofar Fada; Lafiya Kofar Fada; Gubambiya Kofar Fada
Buji,Y/Tukur,Yayarin Tukur Arewa Pri. Sch.; Yayarin Tukur Kudu Pri. Sch.; Kafin Bahago/Rigar Fada; Kafin Gara Kofar Fada; Gidan Dajji Kofar Fada; Kafin Madaki Pri. Sch.; Yalwa Kofar Fada; Kofar Fada Gongel Kanawa/Fulani; K/Maiunguwa Rigar Fada
Dutse,Abaya,Abaya Pri. Sch; Bakawa; Dagwaje Pri. School; Dogon Jeji; Duhuwa; Gidan Maidawa; Gidan Tsamiya; Botai; Kyaran Pri. School; Malori; Tabobo Pri. Sch.; Chinar/Botai
